11870.6171,1697.9832,-366.68
11714.448,2839.0299,-817.78
11381.341,5658.1178,-274.14
11381.7009,5764.9093,-274.79
11586.2604,3677.3376,-740.97
11634.1561,3974.9656,-740.97
11618.7025,3362.9301,-777.47
12053.1956,5438.0698,-245.82
11391.181,5461.8423,-339.55
11148.9908,3696.2227,-705.92
11110.8471,4284.5735,-623.70
11186.745,3139.1559,-753.82
11175.5796,3374.2395,-731.08
11137.5293,5596.4285,-288.01
11136.5137,5649.8545,-278.07
11127.6413,5162.5956,-445.95
11128.5285,5309.9676,-384.26
5502.3756,5827.674,-117.85
5570.169,3605.7875,-340.87
5113.2407,4150.7826,-285.65
5560.1048,2923.6497,-453.99
6017.2461,3080.9717,-468.01
6065.2328,3596.9004,-404.03
5614.1213,4108.113,-317.52
4864.7658,4429.9169,-294.23
4625.3061,4696.1427,-265.28
3608.0331,4270.1486,-202.21
7333.9852,1879.8686,-442.26
4544.2219,2700.2507,-257.02
7919.6909,1929.8311,-605.15
4590.5958,4200.8368,-260.38
4539.2974,3192.4721,-311.83
4539.2921,2943.1107,-305.08
4553.8236,3701.9119,-271.22
5650.2371,5152.8269,-280.07
5251.1837,5587.1563,-124.03
6105.9846,4630.9437,-333.25
5873.9889,4868.5181,-322.77
5880.4221,5419.9931,-274.17
5668.508,5639.1632,-195.48
6354.1615,4830.0884,-364.85
6126.3456,5141.1778,-331.39
4941.7911,5403.5642,-164.02
4640.2658,5209.0959,-184.33
4419.6019,5477.8667,-109.04
5410.6675,4365.3886,-295.51
5148.6076,4669.0763,-300.25
5629.1397,4637.9079,-307.62
5154.9187,5184.4934,-164.02
4163.689,5766.9811,-109.04
6053.0253,4113.7601,-374.97
14616.5958,4436.7513,-660.58
13154.5255,4782.4663,-432.10
14255.4253,3271.2575,-985.47
14165.9763,3965.6828,-758.79
13649.1196,4708.6589,-465.70
13813.8066,5612.091,-194.83
14134.792,4932.2894,-391.94
14126.9772,5218.7505,-316.61
14173.1192,4455.5993,-605.20
14157.9748,4776.2239,-475.20
13700.242,4301.0145,-649.92
13133.6527,5664.0944,-159.58
13559.643,1904.2552,-605.26
13119.0463,5218.1677,-292.83
13121.9488,5454.4884,-228.43
13800.1633,3631.3869,-917.02
13768.5852,3940.7473,-774.03
13413.0752,2864.1993,-981.63
13879.2881,1711.8024,-638.69
14586.6567,4250.1332,-697.04
14608.6717,4996.1743,-434.13
14121.9422,5639.7717,-210.86
14359.2671,5843.045,-183.54
14612.9628,5278.8023,-345.70
14588.9412,5641.6648,-218.41
